nasa_yuwe,nasa_yuwe_raw,spanish,english,pos,semantic_domain,notes,sources,n_sources
"naa pa'ga, tyãa pa'ga, cyãa pa'ga","naa pa'ga, tyãa pa'ga, cyãa pa'ga",porque (causal) (conj),,,,,broomva_test,1
naa pa’ga,naa pa’ga,por eso,,conjunción,,Hablante: Francy Yanet,swarthmore_talking,1
naa quiwete,naa quiwete,"en esta tierra, en este mundo",,,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
naasá,naasá,sin embargo,,conj,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,paper_2024,swarthmore_talking",3
naasã,naasã,sin embargo (conj),,,,,broomva_train,1
nacue,nacue,"tan, tanto (de este tamaño o cantidad)",,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
namicu,namicu,el amigo,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,living_dictionaries,paper_2024,swarthmore_talking",4
namicu yuu-,namicu yuu-,"ser amigos, tener amistad",,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,broomva_train,living_dictionaries,paper_2024,swarthmore_talking",5
namu,namu,"el dueño, la dueña",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
"nanz, nanzcuẽ","nanz, nanzcuẽ",unos cuantos,,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
nasa,nasa,"1. indígena páez  2. gente, persona",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,broomva_train,living_dictionaries,paper_2024,swarthmore_talking",5
nasa cji'pju'j-,nasa cji'pju'j-,hacer concebir (v.t),,,,,"broomva_train,paper_2024",2
nasa dyi'j,nasa dyi'j,vereda,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024",3
nasa dyi’j,nasa dyi’j,vereda,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
nasa icjni,nasa icjni,el homicidio,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
nasa icjsa,nasa icjsa,"el homicida, asesino",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
nasa iisa,nasa iisa,todo el mundo,,,,,"broomva_test,paper_2024",2
nasa ji'pj neeyúu-,nasa ji'pj neeyúu-,concebir,,,,,paper_2024,1
nasa ji'pj neeyũu-,nasa ji'pj neeyũu-,concebir (v.i),,,,,broomva_train,1
nasa ji'pj-,nasa ji'pj-,"estar embarazada, encinta",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024",3
nasa ji'pja,nasa ji'pja',encinta (adj),,,,,"broomva_test,paper_2024",2
nasa ji'pjsa,nasa ji'pjsa,embarazada (encinta) (adj),,,,,"broomva_train,paper_2024",2
nasa ji’pj-,nasa ji’pj-,"estar embarazada, encinta",,verb transitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
nasa kuh hi'pun'it' i'pe'hn'i,nasa kuh hi'pun'it' i'pe'hn'i,manejo de bienes de muchas personas,,,,,"broomva_train,paper_2024",2
"nasa kuh úushu npicthé' ki'pn'i, h'ukaysa we'wen'ihu yuwe teec' hwedsac'a kuki'n'i","nasa kuh úushu npicthé' ki'pn'i, h'ukaysa we'wen'ihu yuwe teec' hwedsac'a kuki'n'i","nombramiento del mandatario por escogencia general, toma de una idea con la opinión de todos",,,,,"broomva_train,paper_2024",2
nasa kuhsa,nasa kuhsa,muchedumbre,,,,,"broomva_train,paper_2024",2
nasa lisa,nasa lisa,cada persona,,,,,"broomva_train,paper_2024",2
nasa nwe'sh,nasa nwe'sh,de la misma tribu páez,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
nasa nwe’sh,nasa nwe’sh,de la misma tribu páez,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
nasa pwe'sh,nasa pwe'sh,entre los de la misma tribu páez,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
nasa pwe’sh,nasa pwe’sh,entre los de la misma tribu páez,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
nasa spaacysa,nasa spaacysa,la partera,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
nasa thé' kabasa,nasa thé' kabasa,persona adulta,,,,,"broomva_validation,paper_2024",2
nasa u'pnimée quiwe,nasa u'pnimée quiwe,desierto,,,,,paper_2024,1
nasa u'pnimẽe quiwe,nasa u'pnimẽe quiwe,desierto (m),,,,,broomva_train,1
nasa we'wesa,nasa we'wesa,persona que habla páez,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,living_dictionaries,paper_2024",3
nasa we’wesa,nasa we’wesa,persona que habla páez,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
nasa yuwe,nasa yuwe,el idioma páez,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,broomva_train,living_dictionaries,paper_2024,swarthmore_talking",5
nasa yuwe f'i'n'ite mahisa we'wen'i,NASA YUWE F'I'N'ITE MAHISA WE'WEN'I,CARTA DEL TRADUCTOR,,,,,paper_2024,1
nasa yuwe we'wessa,nasa yuwe we'wessa,persona que habla páez,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
nasa yuwe we’wessa,nasa yuwe we’wessa,persona que habla páez,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
"nasa yuwete mhi pu'c'hsawe's'a': abelardo laamus , nasa yuwe's piisan'ite hiisa; raúl arango', ec ne'hwe's'su hiisa ; buuktaate nuyi'hsa ne'hwe's'a'' kapiya'sa jon landaburukyu","Nasa Yuwete mhi pu'c'hsawe's'a': Abelardo Laamus , Nasa Yuwe's piisan'ite hiisa; Raúl Arango', Ec Ne'hwe's'su hiisa ; Buuktaate nuyi'hsa ne'hwe's'a'' kapiya'sa Jon Landaburukyu'.","Además asesoraron en este trabajo: Abelardo Ramos, etnolingiiista; Raúl Arango, abogado del Departamento Nacional de Planeación; de Bogotá y el coordinador general del proyecto, Jon Landaburu.",,,,,paper_2024,1
nasanwe's,Nasanwe's' :,Compañeros Indígenas:,,,,,paper_2024,1
nasasa (ikah) kiwe,nasasa (ikah) kiwe,"territorio propio de poder, mando indígena",,,,,broomva_train,1
nasasa kiwe,nasasa kiwe,"territorio propio de poder, mando indígena",,,,,paper_2024,1
nasasa ne'hwe's,nasasa ne'hwe's',autoridad indígena,,,,,"broomva_train,paper_2024",2
nasate átsá'a-,nasate átsá'a-,parto,,,,,paper_2024,1
nasate ãtsã'a-,nasate ãtsã'a-,parto (m),,,,,broomva_test,1
nasawe's' ks'av' kiwe,nasawe's' ks'av' kiwe,territorio de prominencia indígena,,,,,"broomva_test,paper_2024",2
nava,nava,pero,,conj,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"nava, napa","nava, napa",pero,,,,,paper_2024,1
"nava, napa (t","nava, napa (T)",pero (conj),,,,,broomva_train,1
na’,na’,"por consiguiente, así que",,conjunción,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
"na’wẽ, na’wẽy","na’wẽ, na’wẽy","1. así 2. como, parecido",,adverbio,,Hablante: Francy Yanet,swarthmore_talking,1
ncaaca,ncaaca,el tío (hermano de la mamá),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ncaacatjẽj,ncaacatjẽj,el suegro,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
nchi'c,nchi'c,el hijo,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024",3
nchi'c npaasa,nchi'c npaasa,hijastro,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_test,living_dictionaries,paper_2024",3
nchi'c ntjé'jsa,nchi'c ntjé'jsa,hijo mayor,,,,,paper_2024,1
nchi'c ntjẽ'jsa,nchi'c ntjẽ'jsa,hijo mayor,,,,,broomva_train,1
nchi'c ntjẽjsa,nchi'c ntjẽjsa,el hijo mayor,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
nchi'c nuuchsa,nchi'c nuuchsa,el hijo menor,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024",3
nchi’c,nchi’c,el hijo,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
nchi’c npaasa,nchi’c npaasa,hijastro,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
nchi’c ntjẽjsa,nchi’c ntjẽjsa,el hijo mayor,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
nchi’c nuuchsa,nchi’c nuuchsa,el hijo menor,,sustantivo,,Hablante: Francy Yanet,swarthmore_talking,1
ncumale,ncumale,consuegra,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
ncumbale,ncumbale,consuegro,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
ncuusa'j-,ncuusa'j-,despojar (v.t),,,,,"broomva_train,paper_2024",2
"ncuusa'j-, ncuusa'ja-","ncuusa'j-, ncuusa'ja-","quitar, despojar a otro",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
"ncuusa’j-, ncuusa’ja-","ncuusa’j-, ncuusa’ja-","quitar, despojar a otro",,verb transitive,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ncuutyi'j-,ncuutyi'j-,sacar sin permiso,,,,,"broomva_train,paper_2024",2
"ncuutyi'j-, ncuutyi'ji-","ncuutyi'j-, ncuutyi'ji-","sacar (sin permiso, cosa ajena)",,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
"ncuutyi’j-, ncuutyi’ji-","ncuutyi’j-, ncuutyi’ji-","sacar (sin permiso, cosa ajena)",,verb transitive,,Hablante: Francy Yanet,swarthmore_talking,1
ncuémiyú,ncuémiyú,nuera,,,,,paper_2024,1
ncuẽmiyu,ncuẽmiyu,la nuera,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
ncuẽmiyũ,ncuẽmiyũ,nuera (f),,,,,broomva_train,1
nduj,nduj,el yerno,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries,paper_2024,swarthmore_talking",4
ndyi'sh,ndyi'sh,el hermano (respecto a la mujer),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ndyiy,ndyiy,el hermano (respecto a la mujer),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
"ndyiy, ndyi'sh","ndyiy, ndyi'sh",hermano (respecto a la hermana) (m),,,,,"broomva_train,paper_2024",2
ndyi’sh,ndyi’sh,el hermano (respecto a la mujer),,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
ne'ca-,ne'ca-,entrar brevemente,,verb intransitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ne'jue'sh,ne'jue'sh,el gobernador (del resguardo),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
ne'jue'sh qui'p-,ne'jue'sh qui'p-,nombrar gobernador,,,,,"broomva_test,paper_2024",2
"ne'jue'sh, tutjensa","ne'jue'sh, tutjensa",gobernador,,,,,paper_2024,1
"ne'jue'sh, tutjensa (t","ne'jue'sh, tutjensa (T)",gobernador (del resguardo) (m),,,,,broomva_test,1
"ne'sh, ne'shtjẽ'j","ne'sh, ne'shtjẽ'j",el primogénito (primer hijo),,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
nee,nee,todavía,,adv,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
neecaj-,neecaj-,hacer encargo (v.t),,,,,"broomva_train,paper_2024",2
"neecaj-, neecaja-","neecaj-, neecaja-",encargar,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
neej,neej,"mayor, el que manda",,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_train,living_dictionaries,paper_2024,swarthmore_talking",4
neejyúj-,neejyúj-,traer,,,,,paper_2024,1
neejyũj-,neejyũj-,traer,,verb transitive,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","broomva_validation,living_dictionaries,swarthmore_talking",3
neenchi'c,neenchi'c,el ahijado,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as",living_dictionaries,1
"neenchi'c, iicjalu","neenchi'c, iicjalu",ahijado (m),,,,,"broomva_validation,paper_2024",2
neenchi’c,neenchi’c,el ahijado,,sustantivo,,"Hablante: Gerdel and Slocum, 1983.",swarthmore_talking,1
neeney,neeney,el padrino,,n,,"GERDEL, Florence L.; SLOCUM, Marianna C., authors. 1983. Diccionario: páez-español / español-páez. Lomalinda: Editorial Townsend. xxii, 493 pages. http://www.sil.org/americas/colombia/pubs/abstract.as","living_dictionaries,swarthmore_talking",2
